Character Name,Nationality,Ethnicity,Age,Born,Died,Eye color,Hair color,Skin color,Pronouns,Allies,Enemies,Weapon of choice,Profession,Position,Affiliation,First appearance,Last appearance,Voiced by
Jade (critic),N/A,Unknown,70,N/A,N/A,Light green,White,Light,She/her,N/A,N/A,N/A,Opera singer(formerly)Critic,N/A,N/A,Avatar Legends: The Roleplaying Game-Republic City(only appearance),N/A,N/A
Jae,"Yokoya,Earth Kingdom",Yokoyan,N/A,c. 312BG,N/A,Green,Black,Light,He/him,"Aoma,Suzu","Kyoshi,Rangi",Earth,Fisherman,N/A,Yokoya,"""Nine Years Later""",Avatar: Generations,N/A
Jailer,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Brown,Light,He/him,"Fire Nation,Ozai,Fire Nation Army","Lian,Katara,Aang,Sokka,Zuko",Fire,Jailer,N/A,Fire Nation,Avatar: The Last Airbender(video game)(only appearance),N/A,N/A
Jang Hui boy,"Jang Hui,Fire Nation",Fire Nation,N/A,N/A,N/A,Brown,Brown,Light,He/him,"Painted Lady,Team Avatar, Jang Hui",GeneralMung,Fire,Beggar,N/A,Fire Nation,"""The Painted Lady""(only appearance)",N/A,Will Shadley
Jargala Omo,"Republic City,United Republic",Earth Kingdom,N/A,N/A,N/A,Dark olive green,Black,Brown,She/her,"Creeping Crystal Triad,Amrita","Triple Threat Triad,Metalbending Police Force",Earth,Mobster,Leader of the Creeping Crystal Triad,Creeping Crystal Triad,Turf Wars Part One,Avatar Legends: The Roleplaying Game-Republic City,N/A
Jaya,N/A,Unknown,19,"9,848BG","9,829 BG",Brown,Brown,Light,He/him,"Wan,Yao","Spirits,Chou family",Fire,N/A,Settler,N/A,"""Beginnings, Part 1""(flashback only)","""Beginnings, Part 2""(flashback only)",Justin Prentice
Jee,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Gray,Pale,He/him,"Fire Nation,Zuko,Iroh,Fire Nation Navy","Earth Kingdom,Team Avatar,Zhao,Water Tribe",Fire,Soldier,Lieutenant,Fire Nation Navy,"""The Waterbending Scroll""","""The Waterbending Master""",Jim Meskimen
Jeong Jeong,Fire Nation,Fire Nation,61,39AG,N/A,Brown,White,Light,He/him,"Chey,Team Avatar,Order of the White Lotus,Lin Yee","Zhao, Fire Nation",Fire,Firebending instructorMilitary official(defected),Firebending masterAdmiral(defected)High-ranking member of the Order of the White Lotus,Fire Nation Navy(deserted)Order of the White Lotus,"""The Deserter""",The Promise Part Three(vision),Keone Young
Jesa,Eastern Air Temple,Air Nomad,N/A,N/A,299BG,Gray,Brown,Light,She/her,Flying Opera Company,"Earth Kingdom, rival gangs",Air,CriminalNun(formerly),Leader of the Flying Opera CompanyAirbending master,Eastern Air Temple(formerly)Flying Opera Company,"""The Iceberg""(dream)","""The Introduction""(dream)",N/A
Jet,Earth Kingdom,Earth Kingdom,16,83AG,100 AG,Black,Brown,Tan,He/him,"Freedom Fighters,Team Avatar, more ...","Fire Nation,Fire Nation Army,Rough Rhinos,Mongke,Long Feng,Dai Li,Zuko,Iroh",Earth,Freedom Fighter(formerly),Leader of the Freedom Fighters(formerly),Dai Li(unwillingly; formerly)Earth KingdomFreedom Fighters(formerly),"""Jet""","""Lake Laogai""",Crawford Wilson
Jetsun,Western Air Temple,Air Nomad,N/A,N/A,Year 11 of theera of Yangchen,Gray,Brown,Light,She/her,"AvatarYangchen, AbbessDagmola,Tsering",N/A,Air,Spiritual guideNun,Elder(posthumous),N/A,"""Voices of the Past""","""Respite""",N/A
Jialun,"Ba Sing Se,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,He/him,Dai Li,"Earth Sages,Guo Xun",Earth,N/A,Earth King,Earth Kingdom governmentHou-Ting dynasty,Avatar Legends: The Roleplaying Game-Core Book(only appearance),N/A,N/A
Jiang,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Light green,Black,Olive,She/her,"Her crew,Katara,Tu,Jade,Lee, Lian,Wen, civilians in the southern Earth Kingdom","Fire Nation military, Earth Kingdom government,Earth Kingdom military,Masaru",Earth,PirateDaofei,Captain of theFlying Wolfbat,Her crew,Katara and the Pirate's Silver,Avatar: Generations,N/A
Jiang (airbender),"Republic City,United Republic",Republicans,50,N/A,N/A,Gray,Black,Light,He/him,N/A,N/A,Air,Police officer,Detective,Republic City Police,Adventure Booklet:The Burning Fuse(only appearance),N/A,N/A
Jianzhu,Earth Kingdom,Ganjinese,49,345BG,296 BG,Green,Black,Light,He/him,"Earth Kingdom,Fire Nation,Kuruk,Lu Beifong,Zoryu,his guardsmen","Flying Opera Company,Kelsang,Fifth Nation,daofei,Yellow Necks,Xu Ping An,Father Glowworm,Yun,Hui,Saiful",Earth,Earth SageEarthbending instructorPolitician,Earthbending masterLeading politician of the worldDe factoruler of the Earth KingdomSage of Yokoya,Kuruk's team(formerly)Earth Kingdom,"""The Test""",Avatar: Generations,N/A
Jie,"Suki's village,Earth Kingdom",Kyoshi Islander,N/A,N/A,N/A,Brown,Brown,Light,She/her,Kyoshi Warriors,Fire Nation,Earth,Kyoshi Warrior,N/A,Kyoshi Island,"Suki, Alone(only appearance)",N/A,N/A
Jin,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Dark olive green,Brown,Light tan,She/her,"Zuko(as Lee),Iroh(as Mushi), Susu",Fire Nation military,Earth,Bakery deliverywoman,Refugee,N/A,"""The Tales of Ba Sing Se""",City of Echoes,Marcella Lentz-Pope
Jin Wei,Earth Kingdom,Ganjinese,N/A,N/A,N/A,Black(Gan Jin version)Amber(Zhangversion),Black,Light,He/him,Gan Jin,"Zhang,Wei Jin(according to the Gan Jin and Zhang tribes)",Earth,N/A,Patriarch of the Gan Jin tribeGuardian of the Sacred Crystal Orb,Gan Jin tribe,"""The Great Divide""(flashback only)(only appearance)",N/A,N/A
Jing (potion-maker),"Ba Sing Se,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,She/her,"Tao,Masaru,Sarnai,Quartz",N/A,Earth,N/A,N/A,N/A,Adventure Booklet 1:Earth & Root(only appearance),N/A,N/A
Jingbo,Air Nomad,Air Nomad,N/A,N/A,N/A,Gray,Black,Light,He/him,"Air Acolytes,Team Avatar",N/A,Air,Air Acolyte,Junior Air Acolyte,Air Acolytes,The Rift Part One,North and South Part One(flashback only),N/A
Jinju,Southern Air Temple,Air Nomad,N/A,N/A,0AG,Gray,Brown,Light,He/him,Air Nomads,Fire Nation,Air,N/A,N/A,Air Nomads,"""The Storm""(flashback only)(only appearance)",N/A,Daniel Hansen
Jinora,"Republic City,United Republic","Mixed, includingAir NomadandWater Tribe",10,160AG,N/A,Brown,Dark brown,Light,She/her,"Air Nation,Team Avatar,Lin Beifong,Order of the White Lotus,Air Acolytes,Pepper,Raava, more...","Amon,Lieutenant,Equalists,Unalaq,Vaatu,Wan Shi Tong,Hundun, theDai Li,Hou-Ting,bison rustlers,Red Lotus,Earth Empire",Air,N/A,Airbending masterAvatarKorra'sSpirit Worldguide,Air NationAir Temple IslandTenzin's family,"""Welcome to Republic City""","""A Change in the Wind""",Kiernan Shipka
Jinpa,Southern Air Temple,Air Nomad,21,Between 320—315 BG,N/A,Gray,Brown,Light,He/him,"Yingyong,Flying Opera Company,Council of Elders,Order of the White Lotus,Hei-Ran,Atuat,Nyahitha","Fifth Nation, Emerald Claws,daofei,Yun",Air,MonkAuthor,Head of administration at the Southern Air Temple(formerly)Member of the Order of the White LotusSecretary to Avatar Kyoshi,Order of the White LotusSouthern Air TempleAvatar KyoshiFlying Opera Company,"""Hauntings""","""Home Again""",N/A
Jinzuk and Rina,"Hira'a,Fire Nation",Fire Nation,92,N/A,N/A,Brown,White,Light,He/him(Jinzuk)She/her(Rina),"Ursa,Roku,Ta Min","Ozai,Azulon,Sozin",Fire,Magistrate of Hira'a(Jinzuk)Master herbalist(Rina),N/A,Fire Nation,The Search Part One(flashback only)(only appearance),N/A,N/A
Jobal,Republic City;United Republic,Fire Nation,N/A,N/A,N/A,Brown,Gray,Tan,He/him,"Korra,Meelo, his pets",N/A,Fire,N/A,N/A,N/A,"""Lost Pets""(only appearance)",N/A,N/A
Joh,Jasmine Island,"Earth Kingdom, Jasmine Islander",N/A,N/A,N/A,Green,Black,Light,They/them,"Ara,Fu Karaq,Revik,Yarru,Chidaw,Hei-Ran,Tei Eesoni","Fifth Nation,Mirlon,Tagaka,Erchtei",Earth,Soldier,Jasmine Island protectorUpper classJasmine Island citizen,Jasmine Island protectorsJin family,Uncle Iroh's Adventure Guide(only appearance),N/A,N/A
Jojan,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Black,Light,He/him,San,"Suki,Sokka",Fire,Hired help,Employee ofSeashell San's House of Shells,N/A,"""Shells""(only appearance)",N/A,N/A
Jojo,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Brown,Tan,She/her,N/A,"Fire Nation,Katara",Earth,Thief,N/A,N/A,Avatar: The Last AirbenderTrading Card Game(only appearance),N/A,N/A
Joo Dee,"Ba Sing Se,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Grey,Black,Light tan,She/her,"Azula,Dai Li,Fire Nation","Team Avatar, Earth Kingdom",Earth,Government official(formerly),Supreme Bureaucratic Administrator(formerly)Tour guide(formerly),Dai LiFire Nation(previouslyLong Feng),"""City of Walls and Secrets""","""Going Home Again""",Lauren Tom(inAvatar: The Last Airbender)Suzie Yeung(inQuest for Balance)
Joonho,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Black,Light,She/her,"His crew,Kyoshi",N/A,Fire,N/A,Captain ofSulan's Smile,Fire Nation,"""Second Chances""","""Lost Friends""",N/A
Juicy,"Republic City,United Republic",Air Nomad,N/A,N/A,N/A,Gray,White and brown,Light,He/him,Opal,N/A,Air,N/A,Opal's bison,Air Nation,"""Beyond the Wilds""",Ruins of the Empire Part Three,Dee Bradley Baker
Jujinta,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Black,Light,He/him,"AvatarYangchen,Kavik,Tayagum,Akuudan","Shang merchants,Yingsu,ZongduHenshe,Kalyaan,Chaisee",Fire,Errand runner,N/A,Chaisee's errand runner association(formerly)Yangchen's network,"""The Gamble""","""Truth""",N/A
June,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Gray,Black,Light,She/her,"Nyla,Iroh,Fan,Wei,Kinmei,Shu-Hui","Keung,Yuze's mercenaries",Earth,Bounty hunter(formerly)Jasmine Dragonteadiscoverer,N/A,Jasmine Dragon,"""Bato of the Water Tribe""",The Bounty Hunter and the Tea Brewer,Jennifer Hale
Junho,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Brown,Tan,He/him,"Rough Rhinos, Fire Nation,Loban,Lao Beifong",Team Avatar,Fire,Soldier for hire,Mercenary,Rough Rhinos,The Rift Part Two(only appearance),N/A,N/A
Juniper Kim,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,She/her,Asami Sato,N/A,Earth,Scientist,N/A,Earth Empire(formerly),Adventure Booklet:The Burning Fuse(only appearance),N/A,N/A
Juno,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Brown,Tan,He/him,"Lokai,Onku","Sokka,Katara",Earth,Thief,N/A,Earth Kingdom,"""Divided We Fall""(only appearance)",N/A,N/A
Junyi,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Black,Tan,He/him,N/A,N/A,Earth,Swordsmith(formerly)Outlaw,Folk hero,Earth Kingdom,Avatar Legends: The Roleplaying Game-Core Book(only appearance),N/A,N/A
Juro,Fire Nation,Fire Nation,N/A,N/A,N/A,Gold,Brown,Light,He/him,"Fire Nation military, thewarden","Earth Kingdom,Tyro,Haru,Boqin,Team Avatar",Fire,JailerSoldier,Military officer,Fire NationFire Army,Avatar: Generations(only appearance),N/A,N/A
Kahchi,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Brown,Light,He/him,"Rough Rhinos,Loban, Fire Nation","Team Avatar,Iroh",Fire,Soldier,Rough Rhino,Fire Nation military(formerly)Rough Rhinos,"""Avatar Day""",Adventure Booklet 3:Ash & Steel,N/A
Kahola,Water Tribe,Water Tribe,N/A,N/A,N/A,Blue,Black,Brown,She/her,Honu,N/A,Water,N/A,N/A,N/A,Avatar Legends: The Roleplaying Game Core Book,Adventure Booklet:The Pirates of Crimson Sails,N/A
Kai,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Dark brown,Brown,He/him,"Tenzinand his family,Team Avatar,Opal,Air Nation,Lefty","Dai Li,bison rustlers,Red Lotus, bandits,Earth Empire",Earth,Thief(formerly),Airbender-in-training,Air NationFirst Airbending Regiment(formerly),"""Rebirth""","""Cat-Owl's Cradle""",Skyler Brigmann
Kaja,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Gray,Light,He/him,"Roku, Fire Nation,Fire Sages",N/A,Fire,Fire Sage,Great SageAvatarRoku's spiritual mentor,Fire Sages,Escape from the Spirit World(only appearance),N/A,N/A
Kallika,Northern Water Tribe,Water Tribe,N/A,N/A,N/A,Blue,Brown,Brown,She/her,"Ginkgo,Ziyi,Toklo,Chihiro",N/A,Water,N/A,N/A,N/A,Avatar Legends: The Roleplaying Game-Storm Over Linsho(only appearance),N/A,N/A
Kalyaan,"Long Stretch,Northern Water Tribe",Water Tribe,23,N/A,N/A,Blue,Brown,Brown,He/him,Zongdu Chaisee,Yangchen,Water,Errand runner,High-ranking member of the Jonduri errand runner associationDeep plant for Zongdu Henshe,Nuqingaq and Partners(formerly)Shang merchants,"""The Trade""(flashback only)","""Truth""",N/A
Kam,Northern Water Tribe,Water Tribe,N/A,N/A,N/A,Brown,Black,Tan,He/him,"Hakoda,Malina,Maliq,Noa,Soonjei",Gilak,Water,Construction worker,Member of the construction team for theSouthern Reconstruction Project,N/A,North and South Part One,North and South Part Two,N/A
Kangana,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Black,Light,She/her,N/A,N/A,Fire,Pirate,Captain of thePyre Howler(formerly)Head Captain of Crimson Sails(formerly)Weapons master,Crimson Sails Armada,Adventure Booklet:The Pirates of Crimson Sails(only appearance),N/A,N/A
Kanna,Northern Water Tribe,Water Tribe,80,19AG,N/A,Blue,White,Brown,She/her,"Southern Water Tribe,Team Avatar, Northern Water Tribe,Yagoda,Hama",Fire Nation(formerly),Water,Midwife,Tribe elder,Northern Water Tribe(formerly)Southern Water Tribe,"""The Boy in the Iceberg""",Avatar: Generations,Melendy Britt
Karu,Earth Kingdom,Bhanti,N/A,N/A,N/A,Light Brown,Gray,Light,He/him,"Bhanti,AvatarKorra,shaman",N/A,Earth,Sage,N/A,Bhanti,"""The Sting""","""Beginnings, Part 2""",Jim Cummings
Karuko,"Republic City,United Republic",Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,They/them,Lee Jun,Green Meadows Union,Earth,Factory supervisor,Union buster,Factory owners,Avatar Legends: The Roleplaying Game-Republic City(only appearance),N/A,N/A
Katara,"Wolf Cove,Southern Water Tribe",Water Tribe,14,85AG,N/A,Blue,Dark brown,Tan,She/her,"Team Avatar,Yue, thePainted Lady,Order of the White Lotus,Air Acolytes,Yagoda,Malina,Korra,Niyok,Nutha,Rafa and Misu,Kyoshi Warriors,Mai,Tyro, more ...","Wan Shi Tong,General Old Iron,Ozai,Azula,Zhao,Combustion Man,Rough Rhinos,Long Feng, theDai Li,Azulon,Yon Rha,Hama,Gilak,Thod, more ...",Water,HealerHealing instructorWaterbending instructor,Daughter of the Southern Water TribeHead ChieftainMaster healerMember of the Southern Council of Elders[12]Waterbending master,Team AvatarWater TribeJiang'spiratecrew(honorary member),"""The Boy in the Iceberg""",I Am Toph,Mae Whitman(inAvatar: The Last Airbender)Eva Marie Saint(inThe Legend of Korra)Sabrina Fest(inQuest for Balance)Jessica Matten(in upcomingAvatar Studios film)
Kavik,"Long Stretch,Northern Water Tribe",Water Tribe,17,N/A,N/A,Blue,Brown,Brown,He/him,"AvatarYangchen,Nujian,Tayagum,Akuudan,Jujinta,Order of the White Lotus","Shang merchants,ZongduHenshe",Water,Junior clerk(formerly)Independent errand runner,Agent of the White Lotus,Jondurierrand-runner association(disguise; formerly)Nuqingaq and Partners(formerly)Order of the White LotusYangchen's network,"""Voices of the Present""",The Legacy of Yangchen,N/A
Kay-fon,"Senlin Village,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Pale green,Gray,Light,He/him,"Aang, Earth Kingdom,Senlin Village leader, people of Senlin Village",Fire Nation,Earth,N/A,N/A,Senlin Village,"""Winter Solstice, Part 1: The Spirit World""","""Winter Solstice, Part 2: Avatar Roku""",James Shigeta
Kaya (village girl),Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Brown,Dark brown,Tan,She/her,Team Avatar,Rough Rhinos,Earth,N/A,N/A,N/A,"""Sokka the Avatar""(only appearance)",N/A,N/A
Kei Lo,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Brown,Light,He/him,"Mai,Zuko,Aang","Ukano,New Ozai Society,Azula,Fire Warriors",Fire,N/A,Member of the NewOzaiSociety(formerly),New Ozai Society(formerly),"""Rebound""",Smoke and Shadow Part Three,N/A
Kelsang,Southern Air Temple,Air Nomad,49,345BG,296 BG,Gray,Brown,Light,He/him,"Kuruk,Hei-Ran,Kyoshi,Yun,Rangi,Pengpeng,Amak","Tagaka,Fifth Nation,Jianzhu",Air,Airbending instructor toAvatarKurukMonk,Airbending master,Kuruk's team(formerly)Southern Air Temple(formerly),"""The Test""",Avatar: Generations,N/A
Kemurikage,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,He/him,N/A,Toz,Earth,N/A,Hunting spirit,Fire IslandsSpirit World,Smoke and Shadow Part One,Smoke and Shadow Part Three,N/A
Kenji,"Ba Sing Se,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Green,Black,Tan,He/him,"Organ grinder,Aang, visitors of theBa Sing Se Zoo",Dai Li,Earth,Zookeeper,N/A,Ba Sing Se Zoo,"""The Tales of Ba Sing Se""(only appearance)",N/A,Andy Morris
Ketu Harbor captain,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Black,Light,He/him,"Fire Nation military,scout",Pirates,Fire,Soldier,Captain,Fire NationFire Navy,Avatar: Generations(only appearance),N/A,N/A
Khandro,Southern Air Temple,Air Nomad,N/A,N/A,N/A,Gray,Brown,Light,He/him,"Zimu, Zeisan,Fengying,Sakuru,Tsenten",Nobility and wealthy elite of the othernations,Air,MonkPhilosopher,Founder of theGuiding Wind,Guiding Wind,Avatar Legends: The Roleplaying Game-Core Book,Uncle Iroh's Adventure Guide,N/A
Khuchtei,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Black,Light,She/her,Fire LordSozin,N/A,Fire,Minister,"Minister of Education, Science, and Technology",N/A,Adventure Booklet 2:Fire & Brimstone(only appearance),N/A,N/A
Kiaanii,"Republic City,United Republic",Water Tribe,N/A,N/A,N/A,Blue,Black,Brown,She/her,N/A,N/A,Water,N/A,N/A,N/A,Adventure Booklet 5:Water & Mist(only appearance),N/A,N/A
Kiitsu Uwir,"Republic City,United Republic",Republicans,N/A,N/A,N/A,Gray,Purple,Light,She/her,An Chodry,N/A,N/A,Martial arts hall manager,Head of theRaven Eagle Hall for Martial Arts,Uwir familyRaven Eagle Martial Arts Hall,Avatar Legends: The Roleplaying Game-Republic City(only appearance),N/A,N/A
Kiku,"Sparrowkeet Station,Fire Nation colonies",Fire Nation,N/A,N/A,N/A,Brown,Black,Light,She/her,"Taiki,Lan,Yuxuan,Chesa,Qian Yu",N/A,Fire,Street performer,N/A,N/A,Adventure Booklet 4:Air & Wind(only appearance),N/A,N/A
Kind spirits,Spirit World,Spirits,N/A,N/A,N/A,Brown,Green,White,They/them,"Spirits,aye-aye spirit,Wan,Mula",Huntsman,N/A,N/A,Spirit,Spirit World,"""Beginnings, Part 1""(flashback only)","""Light in the Dark""(vision)",Bailey Gambertoglio(Kind spirit #1)Nicholas Braico(Kind spirit #2)
Kinmei,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Black,Tan,He/him,"Fan,Wei,Shu-Hui,June,Nyla,Iroh,Sweet Dumpling",Keung,Earth,Bounty hunter(formerly)Farmer,Co-owner of theWuyi Tea Cartel,Fan's crew,The Bounty Hunter and the Tea Brewer(only appearance),N/A,N/A
Kinto,Northern Water Tribe,Water Tribe,N/A,N/A,N/A,Blue,Brown,Brown,He/him,N/A,Fire Nation,Water,N/A,N/A,N/A,Avatar: The Last AirbenderTrading Card Game(only appearance),N/A,N/A
Kirima,Earth Kingdom,Water Tribe,25,N/A,N/A,Sapphire blue,Black,Brown,She/her,Flying Opera Company,"Jianzhu,Yellow Necks, Earth Kingdom police,Yun,Jianzhu's guardsmen",Earth,Waterbending instructor toAvatarKyoshiDaofei,Waterbending masterExpert acrobat and theater performer,Flying Opera Company,"""The Introduction""","""Home Again""",N/A
Kiwaq,Fifth Nation[2],Water Tribe,N/A,N/A,N/A,Dark blue,Dark brown,Brown,She/her,Her crew,"Wen,Mamushi,Gyaku, rivalpirates",Water,Pirate,CaptainWaterbending master,N/A,Avatar: Generations(only appearance),N/A,N/A
Kiyi,"Hira'a,Fire Nation",Fire Nation,N/A,Between 95 and 100AG,N/A,Brown,Brown,Light tan,She/her,"Team Avatar,Guri,Tom-Tom,Ukano","Fire Warriors,New Ozai Society",Fire,N/A,N/A,Fire NationFire Nation Royal FamilyRoyal Fire Academy for Girls,The Search Part Two,Ashes of the Academy,N/A
Koa,Southern Water Tribe,Water Tribe,N/A,N/A,N/A,Blue,Brown,Brown,He/him,Snow Rats,N/A,Water,Mercenary,Leader of the Snow Rats,Snow Rats,Adventure Booklet 4:Air & Wind(only appearance),N/A,N/A
Koko,"Suki's village,Earth Kingdom",Kyoshi Islander,8,91AG,N/A,Green,Brown,Tan,She/her,"Kyoshi Warriors,Team Avatar","Fire Nation,Zuko",Earth,N/A,N/A,Earth KingdomKyoshi Island,"""The Warriors of Kyoshi""",Avatar: Generations,Jillian Henry
Kong,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Brown,Light,He/him,"Hiscaptain, theco-pilot,Arik,Korra,Asami Sato",N/A,Earth,Airman,Engineer,Earth Kingdom Air Force,"""Long Live the Queen""(only appearance)",N/A,Gregg Binkley
Kori Morishita,"Yu Dao,Fire Nation colonies",Earth Kingdom-Fire Nation,17,84AG,N/A,Green,Brown,Light,She/her,"Sneers,Fire LordZuko,Yu Dao Resistance,Fire Nation Army,Team Avatar",N/A,Fire,N/A,Daughter of the Mayor of Yu DaoFormer Fire Nation prisoner(amnestied)Militia leader(formerly),Fire NationFire Nation coloniesYu DaoYu Dao Resistance(formerly),The Promise Part One,The Rift Part One,N/A
Korra,"Wolf Cove,Southern Water Tribe",Water Tribe,17,153AG,N/A,Cyan,Dark brown,Brown,She/her,"Team Avatar, Southern Water Tribe,Order of the White Lotus, past Avatars,Tenzinand his family,Bumi,Kya,Katara,Zuko,Lin Beifong,General Iroh,Tarrlok,Varrick,Wu,Iroh,Raava,Suyin Beifong,Opal,Toph Beifong, more ...","Amon,Equalists,Triple Threat Triad,dark spirits,Unalaq,Vaatu,Hundun,Red Lotus,Aiwei,Hou-Ting,Earth Empire, more ...",Water,AvatarPro-bender(formerly),Daughter of the Southern Water TribechiefFire Ferrets' waterbender(formerly)Member ofTarrlok's task force(formerly)Fully realized Avatar,Southern Water TribeFire Ferrets(formerly)Tarrlok's task force(formerly)Team Avatar,"""Welcome to Republic City""",Mystery of Penquan Island,Janet VarneyCora Baker(young Korra)
